Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Arte Medieval (Portugal),77913,HIS2033,TP1B,S1,Fernando Jorge Artur Grilo,,,,11:00-12:30,,
Arte Moderna (Geral) [Estudos Comparatistas],77935,HIS2034,TP1 - ZOOM,S1,Fernando Jorge Artur Grilo,,08:00-09:30,,,,
Arte Moderna (Geral) [Estudos Comparatistas],77935,HIS2034,TP1A,S1,Fernando Jorge Artur Grilo,,,08:00-09:30,,,
Arte Moderna (Geral) [Estudos Comparatistas],77935,HIS2034,TP1B,S1,Fernando Jorge Artur Grilo,,,09:30-11:00,,,
Arte Moderna (Portugal),77946,HIS2035,TP1 - ZOOM,S1,Vitor Manuel Guimarães Veríssimo Serrão,,11:00-12:30,,,,
Arte Moderna (Portugal),77946,HIS2035,TP1A,S1,Vitor Manuel Guimarães Veríssimo Serrão,,,,08:00-09:30,,
Arte Moderna (Portugal),77946,HIS2035,TP1B,S1,Vitor Manuel Guimarães Veríssimo Serrão,,,,09:30-11:00,,
Arte Norte-Americana,12466,LAC2006,TP1 - ZOOM,S2,Mário Carlos Fernandes Avelar,,,,09:30-11:00,,
Arte Norte-Americana,12466,LAC2006,TP1A,S2,Mário Carlos Fernandes Avelar,,,,,08:00-09:30,
Arte Norte-Americana,12466,LAC2006,TP1B,S2,Mário Carlos Fernandes Avelar,,,,,09:30-11:00,
Arte Pré-Clássica,77766,HIS2036,TP1 - ZOOM,S1,Rogério Paulo Nunes Ferreira de Sousa,,,,,11:00-12:30,
Arte Pré-Clássica,77766,HIS2036,TP1A,S1,Rogério Paulo Nunes Ferreira de Sousa,,,,09:30-11:00,,
Arte Pré-Clássica,77766,HIS2036,TP1B,S1,Rogério Paulo Nunes Ferreira de Sousa,,,,11:00-12:30,,
Arte Pré-Histórica,77755,HIS2037,TP1 - ZOOM,S1,Andrea Martins/João Pedro de Paiva Gomes Cunha Ribeiro,,,11:00-12:30,,,
Arte Pré-Histórica,77755,HIS2037,TP1A,S1,Andrea Martins/João Pedro de Paiva Gomes Cunha Ribeiro,11:00-12:30,,,,,
Arte Pré-Histórica,77755,HIS2037,TP1B,S1,Andrea Martins/João Pedro de Paiva Gomes Cunha Ribeiro,12:30-14:00,,,,,
Arte Românica e Gótica,77734,HIS2038,TP1 - ZOOM,S1,José Manuel Henriques Varandas,,,,,08:00-09:30,
Arte Românica e Gótica,77734,HIS2038,TP1A,S1,José Manuel Henriques Varandas,,,08:00-09:30,,,
Arte Românica e Gótica,77734,HIS2038,TP1B,S1,José Manuel Henriques Varandas,,,09:30-11:00,,,
Arte Românica e Gótica em Portugal,77735,HIS2039,TP1 - ZOOM,S1,Fernando Jorge Artur Grilo,,09:30-11:00,,,,
Arte Românica e Gótica em Portugal,77735,HIS2039,TP1A,S1,Fernando Jorge Artur Grilo,,,11:00-12:30,,,
Arte Românica e Gótica em Portugal,77735,HIS2039,TP1B,S1,Fernando Jorge Artur Grilo,,,,11:00-12:30,,
Artes Visuais no Espaço Inglês,12762,LAC2011,TP1 - ZOOM,S1,Isabel Maria da Cunha Rosa Fernandes,08:00-09:30,,,08:00-09:30,,
Cartografia Temática,24484,XIG2003,P5,S1,IGOT,,,09:00-11:00,,,
Cartografia Temática,24484,XIG2003,P6,S1,IGOT,,,,,09:00-11:00,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Cartografia Temática,24484,XIG2003,T - Videoconferência,S1,IGOT,12:00-13:00,12:00-13:00,,,,
Catalão A1,86913,LLE1031,TP1,S1,Xavier Magrinyà,17:00-18:30,17:00-18:30,,,,
Catalão A1,86913,LLE1031,TP1 - ZOOM,S1,Xavier Magrinyà,,,17:00-18:30,,,
Catalão A1,86913,LLE1031,TP2,S2,Xavier Magrinyà,15:30-17:00,15:30-17:00,,,,
Catalão A1,86913,LLE1031,TP2 - ZOOM,S2,Xavier Magrinyà,,,15:30-17:00,,,
Catalão A2,86935,LLE1032,TP1,S2,Xavier Magrinyà,17:00-18:30,17:00-18:30,,,,
Catalão A2,86935,LLE1032,TP1 - ZOOM,S2,Xavier Magrinyà,,,17:00-18:30,,,
Catalão B1.1,86914,LLE2031,TP1,S1,Xavier Magrinyà,18:30-20:00,18:30-20:00,,,,
Catalão B1.1,86914,LLE2031,TP1 - ZOOM,S1,Xavier Magrinyà,,,18:30-20:00,,,
Catalão B1.2,86936,LLE2032,TP1,S2,Xavier Magrinyà,18:30-20:00,18:30-20:00,,,,
Catalão B1.2,86936,LLE2032,TP1 - ZOOM,S2,Xavier Magrinyà,,,18:30-20:00,,,
Chinês I,81904,LLE1041,TP1,S1,Liu Yifan,12:30-14:00,,,12:30-14:00,,
Chinês I,81904,LLE1041,TP1 - ZOOM,S1,Liu Yifan,,,,,14:00-15:30,
Chinês I,81904,LLE1041,TP2,S1,Dai Xiumin,12:30-14:00,,,12:30-14:00,,
Chinês I,81904,LLE1041,TP2 - ZOOM,S1,Dai Xiumin,,,,,14:00-15:30,
Chinês I,81904,LLE1041,TP3,S1,Lu Shiyue,,12:30-14:00,,12:30-14:00,,
Chinês I,81904,LLE1041,TP3 - ZOOM,S1,Lu Shiyue,,,,,14:00-15:30,
Chinês II,81952,LLE1042,TP1,S2,Liu Yifan,12:30-14:00,,,12:30-14:00,,
Chinês II,81952,LLE1042,TP1 - ZOOM,S2,Liu Yifan,,,,,12:30-14:00,
Chinês II,81952,LLE1042,TP2,S2,Dai Xiumin,12:30-14:00,,,12:30-14:00,,
Chinês II,81952,LLE1042,TP2 - ZOOM,S2,Dai Xiumin,,,,,12:30-14:00,
Chinês II,81952,LLE1042,TP3,S2,Lu Shiyue,,12:30-14:00,,12:30-14:00,,
Chinês II,81952,LLE1042,TP3 - ZOOM,S2,Lu Shiyue,,,,,12:30-14:00,
Chinês III,86202,LLE2041,TP1,S1,Wang Jiangmei,,14:00-15:30,,14:00-15:30,,
Chinês III,86202,LLE2041,TP1 - ZOOM,S1,Wang Jiangmei,,,,,12:30-14:00,
Chinês III,86202,LLE2041,TP2,S1,Liu Yifan,,14:00-15:30,,14:00-15:30,,
Chinês III,86202,LLE2041,TP2 - ZOOM,S1,Liu Yifan,,,,,12:30-14:00,
Chinês IV,86213,LLE2042,TP1,S2,Wang Jiangmei,,14:00-15:30,,14:00-15:30,,
Chinês IV,86213,LLE2042,TP1 - ZOOM,S2,Wang Jiangmei,,,,,14:00-15:30,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Chinês IV,86213,LLE2042,TP2,S2,Liu Yifan,,14:00-15:30,,14:00-15:30,,
Chinês IV,86213,LLE2042,TP2 - ZOOM,S2,Liu Yifan,,,,,14:00-15:30,
Chinês V,86362,LLE3041,TP1,S1,Li Yantong,,,,12:30-14:00,,
Chinês V,86362,LLE3041,TP1 - ZOOM,S1,Li Yantong,12:30-14:00,,,,12:30-14:00,
Chinês VI,86373,LLE3042,TP1,S2,Li Yantong,,15:30-17:00,,15:30-17:00,,
Chinês VI,86373,LLE3042,TP1 - ZOOM,S2,Li Yantong,,,,,11:00-12:30,
Ciência e Arte (FLUL),85110,LAC1008,TP1 - ZOOM,S1,Carlos João Tavares Nunes Correia,18:30-20:00,,18:30-20:00,,,
Ciência Política,77430,HIS2155,TP1 - ZOOM,S1,João dos Santos Ramalho Cosme,,,,,12:30-14:00,
Ciência Política,77430,HIS2155,TP1A,S1,João dos Santos Ramalho Cosme,12:30-14:00,,,,,
Ciência Política,77430,HIS2155,TP1B,S1,João dos Santos Ramalho Cosme,,,,12:30-14:00,,
Ciência Política,77430,HIS2155,TP2 - ZOOM,S2,João dos Santos Ramalho Cosme,,,,,17:00-18:30,
Ciência Política,77430,HIS2155,TP2A,S2,João dos Santos Ramalho Cosme,11:00-12:30,,,,,
Ciência Política,77430,HIS2155,TP2B,S2,João dos Santos Ramalho Cosme,14:00-15:30,,,,,
Cinema Africano,62326,LAC2225,TP1 - ZOOM,S1,Ana Mafalda de Morais Leite,,,17:00-18:30,17:00-18:30,,
Cinema Brasileiro,99820,LAC2013,TP1 - ZOOM,S1,Alva Martinez Teixeiro,,,,,15:00-16:30,
Cinema Brasileiro,99820,LAC2013,TP1A,S1,Alva Martinez Teixeiro,,15:00-16:30,,,,
Cinema Brasileiro,99820,LAC2013,TP1B,S1,Alva Martinez Teixeiro,,16:30-18:00,,,,
Cinema e Literatura,97342,LAC2014,TP1 - ZOOM,S2,Ana Bela Morais/José Alberto Olivença Duarte,,,,,09:30-11:00,
Cinema e Literatura,97342,LAC2014,TP1A,S2,Ana Bela Morais/José Alberto Olivença Duarte,12:30-14:00,,,,,
Cinema e Literatura,97342,LAC2014,TP1B,S2,Ana Bela Morais/José Alberto Olivença Duarte,14:00-15:30,,,,,
Cinema Norte-Americano,12481,LAC2016,"TP1 - ZOOM - Leccionadaem Inglês",S1,José Alberto Olivença Duarte,,09:30-11:00,,,,
Cinema Norte-Americano,12481,LAC2016,TP1A - Leccionada em Inglês,S1,José Alberto Olivença Duarte,,,,14:00-15:30,,
Cinema Norte-Americano,12481,LAC2016,TP1B - Leccionada em Inglês,S1,José Alberto Olivença Duarte,,,,15:30-17:00,,
Cinema Português,12863,LAC2017,TP1 - ZOOM,S1,Filipa do Rosário/José Alberto Olivença Duarte,,15:30-17:00,,,,
Cinema Português,12863,LAC2017,TP1A,S1,Filipa do Rosário/José Alberto Olivença Duarte,,,14:00-15:30,,,
Cinema Português,12863,LAC2017,TP1B,S1,Filipa do Rosário/José Alberto Olivença Duarte,,,15:30-17:00,,,
Cinema Português,12863,LAC2017,TP2 - ZOOM,S2,José Alberto Olivença Duarte,,11:00-12:30,,,,
Cinema Português,12863,LAC2017,TP2A,S2,José Alberto Olivença Duarte,,,,14:00-15:30,,
Cinema Português,12863,LAC2017,TP2B,S2,José Alberto Olivença Duarte,,,,15:30-17:00,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Clima e Sociedade,23885,XIG2016,P1,S2,IGOT,,,,09:00-11:00,,
Clima e Sociedade,23885,XIG2016,P2,S2,IGOT,,,,,09:00-11:00,
Clima e Sociedade,23885,XIG2016,T - Videoconferência,S2,IGOT,12:00-13:00,12:00-13:00,,,,
Compreensão do Português Escrito,85234,LIN2009,TP1 - ZOOM,S1,Ana Isabel Mata da Silva,,,14:00-15:30,,,
Compreensão do Português Escrito,85234,LIN2009,TP1A,S1,Ana Isabel Mata da Silva,,,,,11:00-12:30,
Compreensão do Português Escrito,85234,LIN2009,TP1B,S1,Ana Isabel Mata da Silva,,,,,12:30-14:00,
Compreensão do Português Escrito,85234,LIN2009,TP2 - ZOOM,S2,Margarita Maria Correia Ferreira,,,,,15:30-17:00,
Compreensão do Português Escrito,85234,LIN2009,TP2A,S2,Margarita Maria Correia Ferreira,,,,12:30-14:00,,
Compreensão do Português Escrito,85234,LIN2009,TP2B,S2,Margarita Maria Correia Ferreira,,,,14:00-15:30,,
Compreensão e Produção do Português Oral,85245,LIN2010,TP1 - ZOOM,S1,Maria João dos Reis Freitas,12:30-14:00,,,,,
Compreensão e Produção do Português Oral,85245,LIN2010,TP1A,S1,Maria João dos Reis Freitas,,,,12:30-14:00,,
Compreensão e Produção do Português Oral,85245,LIN2010,TP1B,S1,Maria João dos Reis Freitas,,,,14:00-15:30,,
Compreensão e Produção do Português Oral,85245,LIN2010,TP2 - ZOOM,S2,Maria João dos Reis Freitas,,,,,12:30-14:00,
Compreensão e Produção do Português Oral,85245,LIN2010,TP2A,S2,Maria João dos Reis Freitas,,,,12:30-14:00,,
Compreensão e Produção do Português Oral,85245,LIN2010,TP2B,S2,Maria João dos Reis Freitas,,,,14:00-15:30,,
Compreensão e Produção do Português Oral,85245,LIN2010,TP3 - ZOOM,S2,Maria Celeste Matias Rodrigues,,,12:30-14:00,,12:30-14:00,
Comunicação Intercultural,11761,COR1007,TP1 - ZOOM,S1,Filomena Maria Confraria Viana Guarda,,,,15:30-17:00,,
Comunicação Intercultural,11761,COR1007,TP1A,S1,Filomena Maria Confraria Viana Guarda,15:30-17:00,,,,,
Comunicação Intercultural,11761,COR1007,TP1B,S1,Filomena Maria Confraria Viana Guarda,17:00-18:30,,,,,
Comunicação Intercultural,11761,COR1007,"TP2 - Leccionada em Inglês -ZOOM",S1,Roxana Stela Ciolaneanu,12:30-14:00,,,,,
Comunicação Intercultural,11761,COR1007,TP2A - Leccionada em Inglês,S1,Roxana Stela Ciolaneanu,,12:30-14:00,,,,
Comunicação Intercultural,11761,COR1007,TP2B - Leccionada em Inglês,S1,Roxana Stela Ciolaneanu,,14:00-15:30,,,,
Comunicação Intercultural,11761,COR1007,TP3 - ZOOM,S1,Ana Paula Ribeiro Tavares,09:30-11:00,,,,,
Comunicação Intercultural,11761,COR1007,TP3A,S1,Ana Paula Ribeiro Tavares,,09:30-11:00,,,,
Comunicação Intercultural,11761,COR1007,TP3B,S1,Ana Paula Ribeiro Tavares,,11:00-12:30,,,,
Comunicação Intercultural,11761,COR1007,TP4 - ZOOM,S1,Zuzanna Iwona Zarebska Sanches,,,,11:00-12:30,,
Comunicação Intercultural,11761,COR1007,TP4A,S1,Zuzanna Iwona Zarebska Sanches,,,,,12:30-14:00,
Comunicação Intercultural,11761,COR1007,TP4B,S1,Zuzanna Iwona Zarebska Sanches,,,,,14:00-15:30,
Comunicação Intercultural,11761,COR1007,TP5 - ZOOM,S2,Filomena Maria Confraria Viana Guarda,08:00-09:30,,,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Comunicação Intercultural,11761,COR1007,TP5A,S2,Filomena Maria Confraria Viana Guarda,,08:00-09:30,,,,
Comunicação Intercultural,11761,COR1007,TP5B,S2,Filomena Maria Confraria Viana Guarda,,09:30-11:00,,,,
Comunicação Intercultural,11761,COR1007,TP6 - ZOOM,S2,Zuzanna Iwona Zarebska Sanches,,12:30-14:00,,,,
Comunicação Intercultural,11761,COR1007,TP6A,S2,Zuzanna Iwona Zarebska Sanches,,,12:30-14:00,,,
Comunicação Intercultural,11761,COR1007,TP6B,S2,Zuzanna Iwona Zarebska Sanches,,,14:00-15:30,,,
Comunicação Intercultural,11761,COR1007,"TP7 ZOOM- Leccionada emInglês",S2,Roxana Stela Ciolaneanu,,,,14:00-15:30,,
Comunicação Intercultural,11761,COR1007,TP7A - Leccionada em Inglês,S2,Roxana Stela Ciolaneanu,,,,,12:30-14:00,
Comunicação Intercultural,11761,COR1007,TP7B - Leccionada em Inglês,S2,Roxana Stela Ciolaneanu,,,,,14:00-15:30,
Comunicação Intercultural,11761,COR1007,TP8 - ZOOM,S2,Lucia Comparin,15:30-17:00,,,,,
Comunicação Intercultural,11761,COR1007,TP8A,S2,Lucia Comparin,,,,15:30-17:00,,
Comunicação Intercultural,11761,COR1007,TP8B,S2,Lucia Comparin,,,,17:00-18:30,,
Comunicação Intercultural,11761,COR1007,TP9 - ZOOM,S2,Docente a Indicar,,,,,17:00-18:30,
Comunicação Intercultural,11761,COR1007,TP9A,S2,Docente a Indicar,17:00-18:30,,,,,
Comunicação Intercultural,11761,COR1007,TP9B,S2,Docente a Indicar,18:30-20:00,,,,,
Cooperação e Desenvolvimento em África,78236,HIS2042,TP1 - ZOOM,S2,Docente a Indicar,Horário a disponibilizar brevemente,,,,,
Coreano I,78400,LLE1051,TP1,S1,Eunhee Choi,09:30-11:00,,09:30-11:00,,,
Coreano I,78400,LLE1051,TP1 e TP2 - ZOOM,S1,Eunhee Choi,,,,,09:30-11:00,
Coreano I,78400,LLE1051,TP2,S1,Eunhee Choi,,14:00-15:30,,14:00-15:30,,
Coreano II,78401,LLE1052,TP1,S2,Eunhee Choi,09:30-11:00,,09:30-11:00,,,
Coreano II,78401,LLE1052,TP1 e TP2 - ZOOM,S2,Eunhee Choi,,,,,09:30-11:00,
Coreano II,78401,LLE1052,TP2,S2,Eunhee Choi,,14:00-15:30,,14:00-15:30,,
Coreano III,78402,LLE2051,TP1,S1,Eunhee Choi,08:00-09:30,,08:00-09:30,,,
Coreano III,78402,LLE2051,TP1 - ZOOM,S1,Eunhee Choi,,,,,08:00-09:30,
Coreano IV,78403,LLE2052,TP1,S2,Eunhee Choi,08:00-09:30,,08:00-09:30,,,
Coreano IV,78403,LLE2052,TP1 - ZOOM,S2,Eunhee Choi,,,,,08:00-09:30,
Coreano V,78404,LLE3051,TP1,S1,Eunhee Choi,11:00-12:30,,11:00-12:30,,,
Coreano V,78404,LLE3051,TP1 - ZOOM,S1,Eunhee Choi,,,,,11:00-12:30,
Coreano VI,78406,LLE3052,TP1,S2,Eunhee Choi,11:00-12:30,,11:00-12:30,,,
Coreano VI,78406,LLE3052,TP1 - ZOOM,S2,Eunhee Choi,,,,,11:00-12:30,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Correntes da Dança Contemporânea,99878,LAC2019,TP1 - ZOOM,S1,Gustavo Alexandre da Silva Vidal Vicente,,,,11:00-12:30,,
Correntes da Dança Contemporânea,99878,LAC2019,TP1A,S1,Gustavo Alexandre da Silva Vidal Vicente,,,,,09:30-11:00,
Correntes da Dança Contemporânea,99878,LAC2019,TP1B,S1,Gustavo Alexandre da Silva Vidal Vicente,,,,,11:00-12:30,
Crioulos de Base Lexical Portuguesa,84674,LIN2011,TP1 - ZOOM,S2,Tjerk Hagemeijer,09:30-11:00,,,,,
Crioulos de Base Lexical Portuguesa,84674,LIN2011,TP1A,S2,Tjerk Hagemeijer,,09:30-11:00,,,,
Crioulos de Base Lexical Portuguesa,84674,LIN2011,TP1B,S2,Tjerk Hagemeijer,,11:00-12:30,,,,
Crioulos de Base Portuguesa,57720,LIN2072,TP1 - ZOOM,S2,Tjerk Hagemeijer,09:30-11:00,,,,,
Crioulos de Base Portuguesa,57720,LIN2072,TP1A,S2,Tjerk Hagemeijer,,09:30-11:00,,,,
Crioulos de Base Portuguesa,57720,LIN2072,TP1B,S2,Tjerk Hagemeijer,,11:00-12:30,,,,
Crítica Textual,98501,LAC2020,TP1 - ZOOM,S1,Elsa Maria Gomes da Silva Pereira/João Miguel Quaresma Mendes Dionísio,08:00-09:30,,,,,
Crítica Textual,98501,LAC2020,TP1A,S1,Elsa Maria Gomes da Silva Pereira/João Miguel Quaresma Mendes Dionísio,,,08:00-09:30,,,
Crítica Textual,98501,LAC2020,TP1B,S1,Elsa Maria Gomes da Silva Pereira/João Miguel Quaresma Mendes Dionísio,,,09:30-11:00,,,
Crítica Textual,98501,LAC2020,TP2 - ZOOM,S2,Cristina Maria Matias Sobral,,,,,15:30-17:00,
Crítica Textual,98501,LAC2020,TP2A,S2,Cristina Maria Matias Sobral,14:00-15:30,,,,,
Crítica Textual,98501,LAC2020,TP2B,S2,Cristina Maria Matias Sobral,,15:30-17:00,,,,
Cultura Clássica,41053,COR1004,TP1 - ZOOM,S1,Bernardo Machado Mota,14:00-15:30,,,,,
Cultura Clássica,41053,COR1004,TP1A,S1,Bernardo Machado Mota,,,,12:30-14:00,,
Cultura Clássica,41053,COR1004,TP1B,S1,Bernardo Machado Mota,,,,14:00-15:30,,
Cultura Clássica,41053,COR1004,TP2 - ZOOM,S1,Ana Maria dos Santos Lóio,,,09:30-11:00,,,
Cultura Clássica,41053,COR1004,TP2A,S1,Ana Maria dos Santos Lóio,08:00-09:30,,,,,
Cultura Clássica,41053,COR1004,TP2B,S1,Ana Maria dos Santos Lóio,09:30-11:00,,,,,
Cultura Clássica,41053,COR1004,TP3 - ZOOM,S1,Sofia Isabel Pereira Ullán Frade,,,,,17:00-18:30,
Cultura Clássica,41053,COR1004,TP3A,S1,Sofia Isabel Pereira Ullán Frade,,17:00-18:30,,,,
Cultura Clássica,41053,COR1004,TP3B,S1,Sofia Isabel Pereira Ullán Frade,,18:30-20:00,,,,
Cultura Clássica,41053,COR1004,TP4 - ZOOM,S2,Ana María Sánchez Tarrío,,14:00-15:30,,,,
Cultura Clássica,41053,COR1004,TP4A,S2,Ana María Sánchez Tarrío,,,,12:30-14:00,,
Cultura Clássica,41053,COR1004,TP4B,S2,Ana María Sánchez Tarrío,,,,14:00-15:30,,
Cultura Clássica,41053,COR1004,TP5 - ZOOM,S2,Bernardo Machado Mota,,,,15:30-17:00,,
Cultura Clássica,41053,COR1004,TP5A,S2,Bernardo Machado Mota,,,,,09:30-11:00,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Cultura Clássica,41053,COR1004,TP5B,S2,Bernardo Machado Mota,,,,,11:00-12:30,
Cultura Clássica,41053,COR1004,TP6 - ZOOM,S2,Sofia Isabel Pereira Ullán Frade,,,11:00-12:30,,,
Cultura Clássica,41053,COR1004,TP6A,S2,Sofia Isabel Pereira Ullán Frade,11:00-12:30,,,,,
Cultura Clássica,41053,COR1004,TP6B,S2,Sofia Isabel Pereira Ullán Frade,14:00-15:30,,,,,
Cultura Clássica,41053,COR1004,"TP7 - ZOOM Leccionada emInglês",S2,Docente a Indicar,,08:00-09:30,,,,
Cultura Clássica,41053,COR1004,TP7A - Leccionada em Inglês,S2,Docente a Indicar,,,,08:00-09:30,,
Cultura Clássica,41053,COR1004,TP7B - Leccionada em Inglês,S2,Docente a Indicar,,,,09:30-11:00,,
Cultura Coreana,78936,HIS2009,TP1 - ZOOM,S2,Pedro Lage Reis Correia,15:30-17:00,,,,,
Cultura Coreana,78936,HIS2009,TP1A,S2,Pedro Lage Reis Correia,,09:30-11:00,,,,
Cultura Coreana,78936,HIS2009,TP1B,S2,Pedro Lage Reis Correia,,11:00-12:30,,,,
Cultura e Globalização,54061,LAC2022,TP1 - ZOOM,S2,Catarina Isabel Sousa Gaspar,,,,,09:30-11:00,
Cultura e Globalização,54061,LAC2022,TP1A,S2,Catarina Isabel Sousa Gaspar,,,08:00-09:30,,,
Cultura e Globalização,54061,LAC2022,TP1B,S2,Catarina Isabel Sousa Gaspar,,,09:30-11:00,,,
Cultura e Sociedade,12051_6ects,LAC2023,TP1 - ZOOM,S1,Gerd Hammer,,,17:00-18:30,,,
Cultura e Sociedade,12051_6ects,LAC2023,TP1A,S1,Gerd Hammer,,15:30-17:00,,,,
Cultura e Sociedade,12051_6ects,LAC2023,TP1B,S1,Gerd Hammer,,17:00-18:30,,,,
Cultura e Sociedade,12051_6ects,LAC2023,TP2 - ZOOM,S2,Gerd Hammer,,,15:30-17:00,,,
Cultura e Sociedade,12051_6ects,LAC2023,TP2A,S2,Gerd Hammer,15:30-17:00,,,,,
Cultura e Sociedade,12051_6ects,LAC2023,TP2B,S2,Gerd Hammer,17:00-18:30,,,,,
Cultura Francesa Contemporânea,99456,LAC2025,TP1,S1,Patrícia Maria Leal Soares Martins,,14:00-15:30,,,,
Cultura Francesa Contemporânea,99456,LAC2025,TP1 - ZOOM,S1,Patrícia Maria Leal Soares Martins,14:00-15:30,,,,,
Cultura Grega,45476,LAC2026,TP1 - ZOOM,S1,Ana Alexandra Tibúrcio Lopes Alves de Sousa,14:00-15:30,,,,,
Cultura Grega,45476,LAC2026,TP1A,S1,Ana Alexandra Tibúrcio Lopes Alves de Sousa,,,,12:30-14:00,,
Cultura Grega,45476,LAC2026,TP1B,S1,Ana Alexandra Tibúrcio Lopes Alves de Sousa,,,,14:00-15:30,,
Cultura Japonesa,78861,HIS2043,TP1 - ZOOM,S1,Pedro Lage Reis Correia,18:30-20:00,,,,,
Cultura Japonesa,78861,HIS2043,TP1A,S1,Pedro Lage Reis Correia,,,,09:30-11:00,,
Cultura Japonesa,78861,HIS2043,TP1B,S1,Pedro Lage Reis Correia,,,,11:00-12:30,,
Cultura Medieval,12174,LAC2027,TP1 - ZOOM,S1,Maria Angélica Sousa Oliveira Varandas Azevedo Cansado,,,,09:30-11:00,,
Cultura Medieval,12174,LAC2027,TP1A,S1,Maria Angélica Sousa Oliveira Varandas Azevedo Cansado,,09:30-11:00,,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Cultura Medieval,12174,LAC2027,TP1B,S1,Maria Angélica Sousa Oliveira Varandas Azevedo Cansado,,11:00-12:30,,,,
Cultura Medieval,12174,LAC2027,TP2 - ZOOM,S1,Rodrigo Miguel Correia Furtado,,,,15:30-17:00,,
Cultura Medieval,12174,LAC2027,TP2A,S1,Rodrigo Miguel Correia Furtado,,,15:30-17:00,,,
Cultura Medieval,12174,LAC2027,TP2B,S1,Rodrigo Miguel Correia Furtado,,,17:00-18:30,,,
Cultura Medieval,12174,LAC2027,TP3 - ZOOM,S2,Maria Angélica Sousa Oliveira Varandas Azevedo Cansado,,14:00-15:30,,,,
Cultura Medieval,12174,LAC2027,TP3A,S2,Maria Angélica Sousa Oliveira Varandas Azevedo Cansado,,,,,12:30-14:00,
Cultura Medieval,12174,LAC2027,TP3B,S2,Maria Angélica Sousa Oliveira Varandas Azevedo Cansado,,,,,14:00-15:30,
Cultura Moderna,12196,LAC2028,TP1 - ZOOM,S1,Adelaide Vitória Pereira Grandela Meira Serras,,,,15:30-17:00,,
Cultura Moderna,12196,LAC2028,TP1A,S1,Adelaide Vitória Pereira Grandela Meira Serras,,,,,12:30-14:00,
Cultura Moderna,12196,LAC2028,TP1B,S1,Adelaide Vitória Pereira Grandela Meira Serras,,,,,14:00-15:30,
Cultura Moderna,12196,LAC2028,TP2 - ZOOM,S2,Maria Forjaz de Sampaio Sequeira Mendes,,,,09:30-11:00,,
Cultura Moderna,12196,LAC2028,TP2A,S2,Maria Forjaz de Sampaio Sequeira Mendes,,,,,09:30-11:00,
Cultura Moderna,12196,LAC2028,TP2B,S2,Maria Forjaz de Sampaio Sequeira Mendes,,,,,11:00-12:30,
Cultura Popular Norte-Americana,13015,LAC2029,TP1 - ZOOM,S2,Cecília Maria Beecher Martins,,,,17:00-18:30,,
Cultura Popular Norte-Americana,13015,LAC2029,TP1A,S2,Cecília Maria Beecher Martins,17:00-18:30,,,,,
Cultura Popular Norte-Americana,13015,LAC2029,TP1B,S2,Cecília Maria Beecher Martins,18:30-20:00,,,,,
Cultura Renascentista,12185,LAC2030,TP1 - ZOOM,S2,Ana María Sánchez Tarrío,,12:30-14:00,,,,
Cultura Renascentista,12185,LAC2030,TP1A,S2,Ana María Sánchez Tarrío,,,,,12:30-14:00,
Cultura Renascentista,12185,LAC2030,TP1B,S2,Ana María Sánchez Tarrío,,,,,14:00-15:30,
Cultura Romana,45491,LAC2031,TP1 - ZOOM,S2,Paulo Jorge Farmhouse Simões Alberto,,,,09:30-11:00,,
Cultura Romana,45491,LAC2031,TP1A,S2,Paulo Jorge Farmhouse Simões Alberto,,17:00-18:30,,,,
Cultura Romana,45491,LAC2031,TP1B,S2,Paulo Jorge Farmhouse Simões Alberto,,18:30-20:00,,,,
Cultura Visual (FLUL),12163,LAC1009,"TP1 - ZOOM - Leccionadaem Inglês",S1,Paula Alexandra Carvalho Alves Rodrigues Horta,,,,14:00-15:30,,
Cultura Visual (FLUL),12163,LAC1009,TP1A - Leccionada em Inglês,S1,Paula Alexandra Carvalho Alves Rodrigues Horta,,,,,12:30-14:00,
Cultura Visual (FLUL),12163,LAC1009,TP1B - Leccionada em Inglês,S1,Paula Alexandra Carvalho Alves Rodrigues Horta,,,,,14:00-15:30,
Cultura Visual (FLUL),12163,LAC1009,TP2 - ZOOM,S1,Mário Vítor Fernandes Araújo Bastos,,14:00-15:30,,,,
